Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2905,Cereals - Excluding Beer,1987,1987,1000 tonnes,3286,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2905,Cereals - Excluding Beer,1987,1987,1000 tonnes,3552,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2511,Wheat and products,1987,1987,1000 tonnes,2300,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2511,Wheat and products,1987,1987,1000 tonnes,2561,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2805,Rice (Milled Equivalent),1987,1987,1000 tonnes,216,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2805,Rice (Milled Equivalent),1987,1987,1000 tonnes,221,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2513,Barley and products,1987,1987,1000 tonnes,231,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2513,Barley and products,1987,1987,1000 tonnes,231,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2514,Maize and products,1987,1987,1000 tonnes,514,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2514,Maize and products,1987,1987,1000 tonnes,514,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2517,Millet and products,1987,1987,1000 tonnes,25,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2517,Millet and products,1987,1987,1000 tonnes,25,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2520,"Cereals, Other",1987,1987,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2907,Starchy Roots,1987,1987,1000 tonnes,217,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2907,Starchy Roots,1987,1987,1000 tonnes,217,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2531,Potatoes and products,1987,1987,1000 tonnes,217,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2531,Potatoes and products,1987,1987,1000 tonnes,217,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2908,Sugar Crops,1987,1987,1000 tonnes,63,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2908,Sugar Crops,1987,1987,1000 tonnes,63,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2536,Sugar cane,1987,1987,1000 tonnes,60,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2536,Sugar cane,1987,1987,1000 tonnes,60,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2537,Sugar beet,1987,1987,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2537,Sugar beet,1987,1987,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2909,Sugar & Sweeteners,1987,1987,1000 tonnes,9,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2909,Sugar & Sweeteners,1987,1987,1000 tonnes,83,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2542,Sugar (Raw Equivalent),1987,1987,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2542,Sugar (Raw Equivalent),1987,1987,1000 tonnes,80,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2543,"Sweeteners, Other",1987,1987,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2745,Honey,1987,1987,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2745,Honey,1987,1987,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2911,Pulses,1987,1987,1000 tonnes,38,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2911,Pulses,1987,1987,1000 tonnes,30,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2549,"Pulses, Other and products",1987,1987,1000 tonnes,38,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2549,"Pulses, Other and products",1987,1987,1000 tonnes,30,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2912,Treenuts,1987,1987,1000 tonnes,19,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2912,Treenuts,1987,1987,1000 tonnes,11,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2551,Nuts and products,1987,1987,1000 tonnes,19,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2551,Nuts and products,1987,1987,1000 tonnes,11,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2913,Oilcrops,1987,1987,1000 tonnes,86,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2913,Oilcrops,1987,1987,1000 tonnes,80,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2557,Sunflower seed,1987,1987,1000 tonnes,18,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2557,Sunflower seed,1987,1987,1000 tonnes,18,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2559,Cottonseed,1987,1987,1000 tonnes,26,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2559,Cottonseed,1987,1987,1000 tonnes,26,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2560,Coconuts - Incl Copra,1987,1987,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2561,Sesame seed,1987,1987,1000 tonnes,26,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2561,Sesame seed,1987,1987,1000 tonnes,20,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2563,Olives (including preserved),1987,1987,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2563,Olives (including preserved),1987,1987,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2570,"Oilcrops, Other",1987,1987,1000 tonnes,16,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2570,"Oilcrops, Other",1987,1987,1000 tonnes,15,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2914,Vegetable Oils,1987,1987,1000 tonnes,15,A,"Aggregate, may include official, semi-official, estimated or calculated data"
