Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2905,Cereals - Excluding Beer,1983,1983,1000 tonnes,3474,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2905,Cereals - Excluding Beer,1983,1983,1000 tonnes,3554,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2511,Wheat and products,1983,1983,1000 tonnes,2306,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2511,Wheat and products,1983,1983,1000 tonnes,2376,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2805,Rice (Milled Equivalent),1983,1983,1000 tonnes,233,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2805,Rice (Milled Equivalent),1983,1983,1000 tonnes,243,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2513,Barley and products,1983,1983,1000 tonnes,266,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2513,Barley and products,1983,1983,1000 tonnes,266,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2514,Maize and products,1983,1983,1000 tonnes,639,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2514,Maize and products,1983,1983,1000 tonnes,639,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2517,Millet and products,1983,1983,1000 tonnes,30,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2517,Millet and products,1983,1983,1000 tonnes,30,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2520,"Cereals, Other",1983,1983,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2907,Starchy Roots,1983,1983,1000 tonnes,268,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2907,Starchy Roots,1983,1983,1000 tonnes,268,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2531,Potatoes and products,1983,1983,1000 tonnes,268,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2531,Potatoes and products,1983,1983,1000 tonnes,268,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2908,Sugar Crops,1983,1983,1000 tonnes,78,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2908,Sugar Crops,1983,1983,1000 tonnes,78,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2536,Sugar cane,1983,1983,1000 tonnes,62,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2536,Sugar cane,1983,1983,1000 tonnes,62,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5511,Production,2537,Sugar beet,1983,1983,1000 tonnes,16,S,Standardized data
FBS,Food Balance Sheets,2,Afghanistan,5301,Domestic supply quantity,2537,Sugar beet,1983,1983,1000 tonnes,16,S,Standardized data
